Time_s,Radiation_Classical,Radiation_Quantum,ThermalDrift_Classical,ThermalDrift_Quantum,Jitter_Classical,Jitter_Quantum,Maneuver_Disturbance,Micro_Impact,Total_Env_Classical,Total_Env_Quantum
0.022,0,0,0.000176243277187535,0.00026443790395795,-1.76149254833136e-06,0.000532249948806879,0,0,0.000174481784639203,0.000796687852764829
0.023,0,0,0.000184265895147014,0.000276478617261945,-0.000637497189699345,0.00183219652545558,0,0,-0.000453231294552331,0.00210867514271753
0.024,0,0,0.000192289518206132,0.000288521139881375,-0.00139088594063052,0.00266571370823259,0,0,-0.00119859642242439,0.00295423484811396
0.025,0,0,0.000200314146346236,0.000300565471794751,-0.000928946546872187,8.86594800668433e-05,0,0,-0.00072863240052595,0.000389224951861594
0.026,0,0,0.000208339779547881,0.000312611612979671,0.00161995714973275,0.000334383697047635,0,0,0.00182829692928063,0.000646995310027306
0.027,0,-2.52888328433445,0.000216366417790827,0.000324659563412818,0.000417999763065589,0.00117993016468909,0,0,0.000634366180856417,-2.52737869460635
0.028,0,0,0.000224394061054041,0.000336709323069963,0.000820433704992527,1.09623345540367e-05,0,0,0.00104482776604657,0.000347671657623999
0.029,0,0,0.000232422709315695,0.000348760891925958,0.000158799147054898,0.000557200013403187,0,0,0.000391221856370593,0.000905960905329145
0.03,0,0,0.00024045236255317,0.000360814269954746,0.00177478797715591,-0.00100740778505004,0,0,0.00201524033970908,-0.000646593515095297
0.031,0,0,0.000248483020743051,0.000372869457129352,0.000577700927721141,-0.00360291954139892,0,0,0.000826183948464193,-0.00323005008426957
0.032,0,0,0.000256514683861132,0.000384926453421889,0.000590946849608839,-0.00228690445294151,0,0,0.000847461533469971,-0.00190197799951962
0.033,0,0,0.00026454735188241,0.000396985258803554,0.00043668228462098,0.000632164584358697,0,0,0.00070122963650339,0.00102914984316225
0.034,0,0,0.000272581024781093,0.000409045873244631,0.00227977882408731,0.000805295717885805,0,0,0.00255235984886841,0.00121434159113044
0.035,0,0,0.00028061570253059,0.000421108296714489,-0.00139171931699458,0.000377766304981256,0,0,-0.00111110361446399,0.000798874601695746
0.036,0,0,0.000288651385103522,0.000433172529181584,0.000820884789192,0.00304512210504491,0,0,0.00110953617429552,0.00347829463422649
0.037,0,0,0.000296688072471712,0.000445238570613456,0.000465330767219956,-0.00203974385217748,0,0,0.000762018839691668,-0.00159450528156403
0.038,0,0,0.000304725764606194,0.000457306420976732,-0.00231463431880359,0.00389782270810656,0,0,-0.0020099085541974,0.00435512912908329
0.039,0,0,0.000312764461477204,0.000469376080237125,-0.00110799903096546,0.00206798292168093,0,0,-0.000795234569488256,0.00253735900191806
0.04,0,0,0.000320804163054187,0.000481447548359433,0.000213804811263312,0.00135164568346665,0,0,0.000534608974317499,0.00183309323182609
0.041,0,-1.17479561058013,0.000328844869305795,0.00049352082530754,-0.000131185866447934,-0.000584521967867501,0,0,0.00019765900285786,-1.17488661172269
0.042,-0.508838280852651,0,0.000336886580199885,0.000505595911044417,0.00235088394385022,0.00112914345825084,0,0,-0.506150510328601,0.00163473936929526
0.043,0,0,0.000344929295703522,0.00051767280553212,0.000904235859578002,-0.00161546997942585,0,0,0.00124916515528152,-0.00109779717389373
0.044,0,0,0.000352973015782978,0.00052975150873179,0.00203360216974399,0.00648939094098989,0,0,0.00238657518552697,0.00701914244972168
0.045,0,0,0.00036101774040373,0.000541832020603655,0.000898648334543798,-0.00497237163356744,0,0,0.00125966607494753,-0.00443053961296379
0.046,-1.61998123460152,0,0.000369063469530462,0.000553914341107029,0.0015318604339428,0.00263825169866616,0,0,-1.61808031069805,0.00319216603977319
0.047,0,0,0.000377110203127067,0.000565998470200313,0.00131529716376962,-0.000336654168939036,0,0,0.00169240736689669,0.000229344301261276
0.048,0,0,0.000385157941156641,0.00057808440784099,-3.65304762603756e-05,-0.00341058674109094,0,0,0.000348627464896265,-0.00283250233324995
0.049,0,0,0.00039320668358149,0.000590172153985633,-0.000732759414448449,0.00181276846817496,0,0,-0.000339552730866959,0.00240294062216059
0.05,0,0,0.000401256430363125,0.0006022617085899,0.0018096647384781,0.00103059710461054,0,0,0.00221092116884123,0.00163285881320044
0.051,0,-0.0590546076078268,0.000409307181462265,0.000614353071608535,0.00116243133744748,0.000537759240056169,0,0,0.00157173851890975,-0.0579024952961621
0.052,0,0,0.000417358936838835,0.000626446242995366,-0.000896311115681872,-0.00211061201229709,0,0,-0.000478952178843038,-0.00148416576930173
0.053,0,0,0.000425411696451966,0.000638541222703309,-0.000501136206240276,0.00125821161503347,0,0,-7.572450978831e-05,0.00189675283773678
0.054,0,0,0.000433465460259998,0.000650638010684366,0.00142881417485032,-0.000399582291917568,0,0,0.00186227963511032,0.000251055718766799
0.055,0,0,0.000441520228220477,0.000662736606889626,0.00114180886421794,-0.00264826072124658,0,0,0.00158332909243842,-0.00198552411435696
0.056,0,0,0.000449576000290155,0.000674837011269261,-0.000379677809687636,0.00129839387999974,0,0,6.98981906025191e-05,0.001973230891269
0.057,0,0,0.000457632776424991,0.000686939223772532,-0.000743420559909261,-0.00307788678268549,0,0,-0.00028578778348427,-0.00239094755891296
0.058,0,0,0.000465690556580154,0.000699043244347785,0.00156485191099129,-0.000966625728301001,0,0,0.00203054246757145,-0.000267582483953216
0.059,0,0,0.000473749340710015,0.000711149072942453,0.000319480438260826,-0.0026554374170624,0,0,0.000793229778970841,-0.00194428834411995
0.06,0,0,0.000481809128768157,0.000723256709503052,0.00211741935698285,0.00338354998352068,0,0,0.00259922848575101,0.00410680669302373
0.061,0,0,0.000489869920707366,0.00073536615397519,0.00125048058498659,-0.00378483499377551,0,0,0.00174035050569395,-0.00304946883980032
0.062,0,0,0.000497931716479638,0.000747477406303555,-0.00181929388012823,0.000746589283003599,0,0,-0.00132136216364859,0.00149406668930715
0.063,0,0,0.000505994516036174,0.000759590466431926,-0.000228083855978033,0.00239180557038458,0,0,0.00027791066005814,0.00315139603681651
0.064,0,0,0.000514058319327383,0.000771705334303165,-0.0011754527324072,0.00351768139286075,0,0,-0.000661394413079822,0.00428938672716391
0.065,0,0,0.000522123126302883,0.000783822009859222,0.00221991351410677,-0.0043225528272666,0,0,0.00274203664040965,-0.00353873081740738
0.066,0,0,0.000530188936911495,0.000795940493041134,0.00126123014537157,0.00409041285595682,0,0,0.00179141908228307,0.00488635334899795
0.067,0,0,0.000538255751101252,0.000808060783789021,-0.000729249458977357,0.00138396248517965,0,0,-0.000190993707876105,0.00219202326896867
0.068,0,0,0.00054632356881939,0.000820182882042094,0.00346746627026793,0.000121841529203243,0,0,0.00401378983908732,0.000942024411245337
0.069,0,0,0.000554392390012355,0.000832306787738646,-0.00121808329846225,0.000958403582578206,0,0,-0.000663690908449896,0.00179071037031685
0.07,0,0,0.000562462214625801,0.00084443250081606,-0.000285334154545785,-0.00520703448903691,0,0,0.000277128060080016,-0.00436260198822085
0.071,0,0,0.000570533042604585,0.000856560021210803,-0.000234317394232995,0.00354287150288217,0,0,0.00033621564837159,0.00439943152409297
0.072,0,0,0.000578604873892777,0.000868689348858428,-0.000273535003500135,0.00276160712714453,0,0,0.000305069870392642,0.00363029647600296
0.073,0,0,0.00058667770843365,0.000880820483693577,0.00246696124653371,-0.000369872466037325,0,0,0.00305363895496736,0.000510948017656252
0.074,0,0,0.000594751546169688,0.000892953425649977,-0.000532780780137845,-0.0013795512507582,0,0,6.19707660318425e-05,-0.000486597825108222
0.075,0,0,0.000602826387042578,0.000905088174660441,2.69553385012583e-05,0.000725998752667737,0,0,0.000629781725543837,0.00163108692732818
0.076,0,0,0.00061090223099322,0.00091722473065687,-0.000772651198747163,0.00211340082942745,0,0,-0.000161748967753943,0.00303062556008432
0.077,0,0,0.000618979077961718,0.00092936309357025,0.00371245789380914,0.00366123407007143,0,0,0.00433143697177086,0.00459059716364168
0.078,0,0,0.000627056927887383,0.000941503263330655,0.00164132379461172,-0.00316207089377282,0,0,0.00226838072249911,-0.00222056763044216
0.079,0,0,0.000635135780708736,0.000953645239867245,0.000875790039035407,-0.00408556056020403,0,0,0.00151092581974414,-0.00313191532033678
0.08,0,0,0.000643215636363505,0.000965789023108265,-0.000335730519344318,0.0021830585203243,0,0,0.000307485117019187,0.00314884754343256
0.081,0,0,0.000651296494788625,0.00097793461298105,-0.000150009652616344,-0.0017285962973005,0,0,0.000501286842172281,-0.000750661684319453
0.082,0,0,0.00065937835592024,0.00099008200941202,-0.00164081692955204,9.93746893823228e-05,0,0,-0.000981438573631802,0.00108945669879434
0.083,0,0,0.000667461219693699,0.00100223121232668,0.000334188680310943,-0.00127947270517023,0,0,0.00100164990000464,-0.000277241492843548
0.084,0,0,0.000675545086043562,0.00101438222164962,0.000205713271390341,0.00172388482688628,0,0,0.000881258357433903,0.00273826704853591
0.085,0,0,0.000683629954903596,0.00102653503730453,-0.00199898378704246,-0.00117118018451711,0,0,-0.00131535383213886,-0.000144645147212571
0.086,0,0,0.000691715826206774,0.00103868965921418,-0.0018545384071044,0.00175659253325131,0,0,-0.00116282258089763,0.00279528219246549
0.087,0,0,0.00069980269988528,0.0010508460873004,0.00198510383956787,0.000314084598015788,0,0,0.00268490653945315,0.00136493068531619
0.088,0,-1.44737964963032,0.000707890575870504,0.00106300432148415,0.000826274967818552,-0.00567500548250191,0,0,0.00153416554368906,-1.45199165079134
0.089,0,0,0.000715979454093043,0.00107516436168546,-0.00296751883158738,-0.00319350308350604,0,0,-0.00225153937749433,-0.00211833872182058
0.09,0,0,0.000724069334482706,0.00108732620782343,-0.00136933509245885,0.000867303209775353,0,0,-0.000645265757976143,0.00195462941759879
0.091,0,0,0.000732160216968505,0.00109948985981628,0.000593948167940336,-0.00124996692300126,0,0,0.00132610838490884,-0.000150477063184985
0.092,0,0,0.000740252101478665,0.00111165531758128,0.000549165097370364,-0.00359669707202804,0,0,0.00128941719884903,-0.00248504175444676
0.093,0,0,0.000748344987940615,0.00112382258103482,-0.000292272423309706,-0.00336187455780843,0,0,0.000456072564630909,-0.00223805197677361
0.094,1.42460818751462,0,0.000756438876280995,0.00113599165009235,-0.00119016672723475,0.000762034011792066,0,0,1.42417445966367,0.00189802566188442
0.095,0,0,0.000764533766425653,0.00114816252466843,0.00043642064622303,0.000361421832783895,0,0,0.00120095441264868,0.00150958435745233
0.096,0,0,0.000772629658299644,0.00116033520467669,0.00142841135186201,-0.00253233487828674,0,0,0.00220104101016165,-0.00137199967361004
0.097,0,0,0.000780726551827232,0.00117250969002986,-0.00192148026580867,0.00107980979655867,0,0,-0.00114075371398144,0.00225231948658853
0.098,0,0,0.000788824446931889,0.00118468598063975,0.000621999369327118,0.00379079074577262,0,0,0.00141082381625901,0.00497547672641237
0.099,0,0,0.000796923343536297,0.00119686407641725,-0.00470155890209193,0.000145690092278143,0,0,-0.00390463555855563,0.0013425541686954
0.1,0,0,0.000805023241562345,0.00120904397727236,0.00106513828804295,-0.000143109592081943,0,0,0.00187016152960529,0.00106593438519042
0.101,0,0,0.000813124140931131,0.00122122568311414,-0.000202921194738426,0.00322688193019878,0,0,0.000610202946192705,0.00444810761331292
0.102,0,0,0.000821226041562962,0.00123340919385075,-0.00169297425133921,-0.00148477336775502,0,0,-0.000871748209776244,-0.000251364173904264
0.103,0,0,0.000829328943377352,0.00124559450938945,0.000217890983423273,-0.00126832291145881,0,0,0.00104721992680063,-2.27284020693644e-05
0.104,0,0,0.000837432846293026,0.00125778162963656,-0.00119762113330219,0.00289484387693927,0,0,-0.000360188287009162,0.00415262550657584
0.105,0,0,0.000845537750227916,0.00126997055449752,0.000172075256172537,0.00383770168494218,0,0,0.00101761300640045,0.0051076722394397
0.106,0,0,0.000853643655099163,0.00128216128387682,-0.00079925619672493,-0.00159769534749396,0,0,5.43874583742332e-05,-0.000315534063617134
0.107,0,0,0.000861750560823119,0.00129435381767807,0.00120069284702581,-0.00198358159880845,0,0,0.00206244340784893,-0.000689227781130376
0.108,0,0,0.000869858467315341,0.00130654815580395,-0.00099485938963273,-0.000107058054038487,0,0,-0.000125000922317389,0.00119949010176547
0.109,0,0,0.000877967374490599,0.00131874429815624,0.00128499591574715,0.00539970549433787,0,0,0.00216296329023775,0.00671844979249411
0.11,0,0,0.000886077282262868,0.00133094224463579,0.00142806481278549,0.00521150197491234,0,0,0.00231414209504836,0.00654244421954813
0.111,0,0,0.000894188190545335,0.00134314199514255,0.000262056302340206,-0.00299441176099349,0,0,0.00115624449288554,-0.00165126976585093
0.112,0,0,0.000902300099250395,0.00135534354957556,-0.00143827974905034,0.000321413474459889,0,0,-0.000535979649799947,0.00167675702403545
0.113,0,0,0.000910413008289653,0.00136754690783294,-0.000614081038100034,-0.00220804699649652,0,0,0.000296331970189619,-0.000840500088663579
0.114,0,0,0.000918526917573921,0.0013797520698119,0.000978431375153549,0.0013139113103563,0,0,0.00189695829272747,0.00269366338016821
0.115,0,0,0.000926641827013223,0.00139195903540875,0.00128057648272148,0.0030766186490759,0,0,0.0022072183097347,0.00446857768448464
0.116,0,0,0.000934757736516791,0.00140416780451885,-0.00113569645765713,-0.000932558086853955,0,0,-0.000200938721140338,0.000471609717664897
0.117,0,0,0.000942874645993065,0.0014163783770367,0.000533915015383553,-0.00470112698276231,0,0,0.00147678966137662,-0.00328474860572561
0.118,0,0,0.000950992555349696,0.00142859075285585,-0.00180487076454095,-0.000147407178694328,0,0,-0.000853878209191256,0.00128118357416152
0.119,0,0,0.000959111464493545,0.00144080493186895,0.000922734490710205,0.00186609247784347,0,0,0.00188184595520375,0.00330689740971243
0.12,0,0,0.000967231373330682,0.00145302091396775,3.81935180293415e-05,-0.000530688203575962,0,0,0.00100542489136002,0.000922332710391785
0.121,0,0,0.000975352281766384,0.00146523869904306,0.00160638287337892,0.000515096158527297,0,0,0.00258173515514531,0.00198033485757036
0.122,0,0,0.000983474189705143,0.0014774582869848,-0.00119973770035659,8.205878173538e-05,0,0,-0.000216263510651448,0.00155951706872018
0.123,0,0,0.000991597097050655,0.00148967967768198,-0.000728150340153761,0.0036896138059647,0,0,0.000263446756896894,0.00517929348364668
0.124,0,0,0.00099972100370583,0.00150190287102269,0.000561396932083068,-0.000583671131971746,0,0,0.0015611179357889,0.000918231739050942
0.125,0,0,0.00100784590957278,0.0015141278668941,-0.00203805566399008,-0.000388861431522358,0,0,-0.00103020975441729,0.00112526643537174
0.126,0,0,0.00101597181455285,0.00152635466518247,-0.00135963857097377,0.00333522391841847,0,0,-0.000343666756420924,0.00486157858360094
0.127,0,0,0.00102409871854656,0.00153858326577318,0.00162076017890194,0.000921480782038256,0,0,0.00264485889744849,0.00246006404781144
0.128,0,0,0.00103222662145366,0.00155081366855066,0.00225598962531255,-0.00235451798021839,0,0,0.00328821624676621,-0.000803704311667739
0.129,0,0,0.00104035552317311,0.00156304587339843,0.00145919635922849,-0.00246772771053101,0,0,0.00249955188240161,-0.000904681837132578
0.13,0,0,0.00104848542360309,0.00157527988019914,0.000872201182222997,-0.00160451961787309,0,0,0.00192068660582609,-2.92397376739522e-05
0.131,0,0,0.00105661632264096,0.00158751568883447,0.000682146563593752,0.00140907429805317,0,0,0.00173876288623471,0.00299658998688764
0.132,0,0,0.00106474822018332,0.00159975329918523,0.00187602820812389,0.00216064914074802,0,0,0.0029407764283072,0.00376040243993325
0.133,0,0,0.00107288111612596,0.00161199271113131,0.000111900202222517,-0.000973405380345292,0,0,0.00118478131834848,0.000638587330786016
0.134,0,0,0.0010810150103639,0.00162423392455168,0.00206661445090647,-0.00103488650837865,0,0,0.00314762946127036,0.000589347416173023
0.135,0,0,0.00108914990279134,0.0016364769393244,-0.00140138721446033,0.000742377096677183,0,0,-0.000312237311668986,0.00237885403600158
0.136,0,0,0.00109728579330173,0.00164872175532662,-0.00191830339383517,0.00297628003194508,0,0,-0.00082101760053344,0.0046250017872717
0.137,-0.707865805718359,0,0.00110542268178771,0.0016609683724346,0.000519562040032304,-0.00246639526235766,0,0,-0.706240820996539,-0.00080542688992306
0.138,0,0,0.00111356056814111,0.00167321679052365,-0.00263674177074944,0.00270720303587392,0,0,-0.00152318120260833,0.00438041982639757
0.139,0,0,0.00112169945225302,0.00168546700946819,-0.00116769116031313,0.000151157661465618,0,0,-4.59917080601168e-05,0.00183662467093381
0.14,0,0,0.00112983933401368,0.00169771902914174,-0.000354782938021279,0.00154475061751114,0,0,0.000775056395992405,0.00324246964665288
0.141,0,0,0.0011379802133126,0.00170997284941688,0.000777900828846437,-0.00184538181483122,0,0,0.00191588104215904,-0.000135408965414336
0.142,0,0,0.00114612209003846,0.00172222847016531,-0.000429555670774646,-7.17246916536008e-05,0,0,0.000716566419263818,0.00165050377851171
0.143,0,0,0.00115426496407917,0.00173448589125779,2.99852711555759e-05,-0.00211153507342984,0,0,0.00118425023523475,-0.000377049182172046
0.144,0,0,0.00116240883532185,0.0017467451125642,0.0020556064722855,0.00100778375585375,0,0,0.00321801530760734,0.00275452886841794
0.145,0,0,0.00117055370365281,0.00175900613395347,0.00020297292929304,0.00623381733807192,0,0,0.00137352663294585,0.00799282347202539
0.146,0,0,0.00117869956895761,0.00177126895529367,-0.00144320737798835,0.00377166722366813,0,0,-0.000264507809030738,0.0055429361789618
0.147,0,0,0.00118684643112098,0.0017835335764519,0.00192332604379177,0.0039894333785377,0,0,0.00311017247491275,0.00577296695498961
0.148,0,0,0.00119499429002689,0.00179579999729441,0.000498432512476574,-0.00385355374999941,0,0,0.00169342680250346,-0.002057753752705
0.149,0,0,0.00120314314555851,0.00180806821768649,0.000827616583791137,0.00129209491310095,0,0,0.00203075972934965,0.00310016313078744
0.15,0,0,0.00121129299759822,0.00182033823749254,-0.00041860675261285,-0.000979694167008266,0,0,0.000792686244985372,0.000840644070484276
0.151,0,0,0.00121944384602762,0.00183261005657606,-0.000777712752179534,0.000261887961099946,0,0,0.000441731093848087,0.002094498017676
0.152,0,0,0.00122759569072751,0.00184488367479961,-0.00113141462400078,-0.00273567866470366,0,0,9.6181066726736e-05,-0.000890794989904042
0.153,0,0,0.00123574853157791,0.00185715909202488,-0.000891086675587845,-0.00188174278995954,0,0,0.00034466185599007,-2.45836979346587e-05
0.154,0,0,0.00124390236845806,0.00186943630811261,0.00234070870411976,-0.00934395976297394,0,0,0.00358461107257782,-0.00747452345486133
0.155,0,0,0.00125205720124638,0.00188171532292265,-0.000799980601467331,-0.00276843276384632,0,0,0.000452076599779046,-0.000886717440923675
0.156,0,0,0.00126021302982053,0.00189399613631393,-0.00364199898719366,4.17882705916583e-05,0,0,-0.00238178595737313,0.00193578440690559
0.157,0,0,0.00126836985405739,0.00190627874814449,-0.000466841981917225,0.00176469080164608,0,0,0.00080152787214016,0.00367096954979057
0.158,0,0,0.00127652767383301,0.00191856315827144,0.00291718935277813,0.00705142258242578,0,0,0.00419371702661114,0.00896998574069723
0.159,0,0,0.0012846864890227,0.00193084936655098,-0.00147964424723413,4.19356951928414e-05,0,0,-0.000194957758211427,0.00197278506174383
0.16,0,0,0.00129284629950096,0.00194313737283842,-0.000440021383529214,6.50415051045799e-05,0,0,0.000852824915971742,0.002008178877943
0.161,0,0,0.00130100710514149,0.00195542717698813,3.16749934017891e-05,-0.000965244389305069,0,0,0.00133268209854327,0.000990182787683058
0.162,0,0,0.00130916890581722,0.00196771877885359,0.000773625371131426,0.00226532165941801,0,0,0.00208279427694864,0.0042330404382716
0.163,0,0,0.00131733170140029,0.00198001217828736,-0.000530451639241691,-0.00148634750697815,0,0,0.000786880062158596,0.000493664671309216
0.164,0,0,0.00132549549176205,0.00199230737514111,-0.00128843307908819,-0.0007744749181816,0,0,3.7062412673858e-05,0.00121783245695951
0.165,0,0,0.00133366027677306,0.00200460436926558,0.00323343157607774,-0.00254300856369299,0,0,0.0045670918528508,-0.000538404194427408
0.166,0,0,0.00134182605630309,0.00201690316051061,-0.00136622824142291,-0.00479755031668473,0,0,-2.44021851198168e-05,-0.00278064715617412
0.167,0,0,0.00134999283022114,0.00202920374872511,0.00050073745933854,0.000681748381035625,0,0,0.00185073028955968,0.00271095212976073
0.168,0,0,0.0013581605983954,0.00204150613375711,0.000922979392824204,0.00281873533373046,0,0,0.00228113999121961,0.00486024146748757
0.169,0,0,0.00136632936069329,0.00205381031545372,0.00231351540343722,-0.00176213593167193,0,0,0.00367984476413051,0.000291674383781784
0.17,0,0,0.00137449911698144,0.00206611629366113,-0.000357840865376773,0.00212800271230852,0,0,0.00101665825160466,0.00419411900596965
0.171,0,2.80999342394578,0.00138266986712567,0.00207842406822463,0.00337407269388855,-0.00070158981146285,0,0,0.00475674256101422,2.81137025820254
0.172,0,0,0.00139084161099104,0.0020907336389886,-0.000774549722156138,0.00295365721459559,0,0,0.000616291888834906,0.0050443908535842
0.173,0,0,0.00139901434844183,0.00210304500579651,0.000663615744363471,0.00194835311760866,0,0,0.0020626300928053,0.00405139812340517
0.174,0,0,0.0014071880793415,0.00211535816849092,0.00203385049100619,0.00184279663114818,0,0,0.00344103857034769,0.00395815479963911
0.175,0,0,0.00141536280355275,0.00212767312691348,0.00101778487287348,0.00494088767755232,0,0,0.00243314767642623,0.0070685608044658
0.176,0,0,0.00142353852093748,0.00213998988090494,0.000483694913847141,0.0015882423562679,0,0,0.00190723343478462,0.00372823223717283
0.177,0,0,0.00143171523135681,0.00215230843030512,-0.000459397082808519,0.0038981917588054,0,0,0.000972318148548287,0.00605050018911051
0.178,0,0,0.00143989293467107,0.00216462877495295,0.000504062669801292,0.000353679222134872,0,0,0.00194395560447236,0.00251830799708782
0.179,0,0,0.00144807163073981,0.00217695091468644,0.00103109785958179,-0.00437784132129768,0,0,0.0024791694903216,-0.00220089040661124
0.18,0,0,0.00145625131942178,0.0021892748493427,-0.00160687877657066,-0.000891539567802214,0,0,-0.000150627457148883,0.00129773528154049
0.181,0,0,0.00146443200057497,0.00220160057875793,8.62273499138598e-05,0.0018272058934647,0,0,0.00155065935048882,0.00402880647222263
0.182,0,0,0.00147261367405654,0.00221392810276741,0.000888685763110875,0.000903311920068959,0,0,0.00236129943716742,0.00311724002283637
0.183,0,0,0.00148079633972292,0.00222625742120552,-0.0013962940109069,0.00256359480603536,0,0,8.45023288160202e-05,0.00478985222724089
0.184,0,0,0.0014889799974297,0.00223858853390574,0.00138565728212348,-0.00276363317204084,0,0,0.00287463727955319,-0.000525044638135095
0.185,0,0,0.00149716464703173,0.00225092144070063,-0.00222970023309068,-0.000980946975867665,0,0,-0.000732535586058952,0.00126997446483296
0.186,0,0.234838539699019,0.00150535028838303,0.00226325614142183,-0.00206609810156858,-0.00476138285842422,0,0,-0.000560747813185548,0.232340412982017
0.187,0,0,0.00151353692133687,0.0022755926359001,0.000571584602510767,-0.00276453203479595,0,0,0.00208512152384764,-0.000488939398895844
0.188,0,0,0.00152172454574573,0.00228793092396528,-0.000913097544590067,0.00452078762172687,0,0,0.00060862700115566,0.00680871854569215
0.189,0,0,0.00152991316146128,0.00230027100544628,-0.00111648213238238,0.00123485101866829,0,0,0.000413431029078891,0.00353512202411457
0.19,0,0,0.00153810276833442,0.00231261288017113,-0.00168962316287976,0.00255258242076475,0,0,-0.000151520394545344,0.00486519530093588
0.191,0,0,0.00154629336621528,0.00232495654796694,-0.00192378108745675,-0.00159133700049761,0,0,-0.000377487721241472,0.000733619547469332
0.192,0,0,0.00155448495495317,0.00233730200865992,0.00142333486843121,-0.00371498662874894,0,0,0.00297781982338438,-0.00137768462008902
0.193,0,0,0.00156267753439665,0.00234964926207535,-0.00210970410486141,-0.00405846692874829,0,0,-0.000547026570464755,-0.00170881766667294
0.194,0,0,0.00157087110439348,0.00236199830803764,-0.00175674918013054,-0.00363545407178868,0,0,-0.000185878075737059,-0.00127345576375105
0.195,0,0,0.00157906566479062,0.00237434914637025,0.00125056827654256,-0.000173772748814626,0,0,0.00282963394133319,0.00220057639755562
0.196,0,0,0.00158726121543428,0.00238670177689576,0.00173480764270397,-0.000694768356443695,0,0,0.00332206885813825,0.00169193342045206
0.197,0,0,0.00159545775616984,0.00239905619943583,0.00207910949455308,0.00104858335526799,0,0,0.00367456725072292,0.00344763955470381
0.198,0,0,0.00160365528684194,0.00241141241381122,0.000137180721832496,4.9710480433802e-05,0,0,0.00174083600867444,0.00246112289424502
0.199,0,0,0.0016118538072944,0.00242377041984177,-0.00206339948795798,-0.0028024101701526,0,0,-0.000451545680663574,-0.000378639750310828
0.2,0,0,0.00162005331737029,0.00243613021734644,0.000103827841629241,0.00223489326991403,0,0,0.00172388115899953,0.00467102348726046
